ID,car_name,Consumer reviews,review1,review2,review3,combined_reviews,sentiment_scores,compound,rating
11,audi TT,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
12,audi Q7,3.3,"This SUV is a real beauty, butÂc and itÂfs a BIG BUTÂc the technology employed, which truly is extraordinary when working well, is extremely unstable - failing and faulting nearly 25% of the time. WeÂfve had our Q7 for 6 months and itÂfs been back to the dealership 5 times. I know all the service advisors by name now. And no offense to service advisors, but I NEVER want to know one (much less?several) by name. ItÂfs so frustrating, because when everything is working well, youÂfll never find a better experience. ItÂfs THAT good. But man oh man, when itÂfs not working, nothing is more infuriating. For one of the many examples, the system is constantly Âgupdating.Âh The last update - which ended up causing a return to the service department - took 5 days. 5 days of no navigation, no phone, no radio, no nothing. It was like driving a brick. A very very expensive brick.","Superb handling, excellent ride and usable technology. Yes, there are times I think the vehicle is smarter than me, for the most part itÂfs intuitive and responsive to be able to use all the various systems. I particularly like the GPS whether itÂfs the builtin MMI or Apple CarPlay. And the sound system is absolutely awesome! Very good! Interior storage is not that great but certainly?adequate and the usability of the cargo area is quite good. I have never used the 3rd row and probably wonÂft so canÂft comment. We went to the dealership thinking Q8 but the Q7 drives better, rides better and is significantly less expensive. So glad we bought this in February of Âe21 as a fully loaded Prestige like ours is not to be had because of the chip shortage.","Absolutely zero consul space, the faulty finger touch panel is so complicated and I am not able to set the heater on NO FAN!. The GPS is horrible faulty too.","This SUV is a real beauty, butÂc and itÂfs a BIG BUTÂc the technology employed, which truly is extraordinary when working well, is extremely unstable - failing and faulting nearly 25% of the time. WeÂfve had our Q7 for 6 months and itÂfs been back to the dealership 5 times. I know all the service advisors by name now. And no offense to service advisors, but I NEVER want to know one (much less?several) by name. ItÂfs so frustrating, because when everything is working well, youÂfll never find a better experience. ItÂfs THAT good. But man oh man, when itÂfs not working, nothing is more infuriating. For one of the many examples, the system is constantly Âgupdating.Âh The last update - which ended up causing a return to the service department - took 5 days. 5 days of no navigation, no phone, no radio, no nothing. It was like driving a brick. A very very expensive brick. Superb handling, excellent ride and usable technology. Yes, there are times I think the vehicle is smarter than me, for the most part itÂfs intuitive and responsive to be able to use all the various systems. I particularly like the GPS whether itÂfs the builtin MMI or Apple CarPlay. And the sound system is absolutely awesome! Very good! Interior storage is not that great but certainly?adequate and the usability of the cargo area is quite good. I have never used the 3rd row and probably wonÂft so canÂft comment. We went to the dealership thinking Q8 but the Q7 drives better, rides better and is significantly less expensive. So glad we bought this in February of Âe21 as a fully loaded Prestige like ours is not to be had because of the chip shortage. Absolutely zero consul space, the faulty finger touch panel is so complicated and I am not able to set the heater on NO FAN!. The GPS is horrible faulty too.","{'neg': 0.108, 'neu': 0.69, 'pos': 0.202, 'compound': 0.9921}",0.9921,5
13,audi RS6,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
14,audi RS3,5.0,"1. Converse to the Edmund's claim that RS3 seats sure too high for tall drivers, I am slightly over 6'2"" and have headroom galore. Even the author of Tall Guy car reviews (who is 6'10"") discusses how he has abundant headroom. Seat height is adjustable; 2. If you want a comfortable ride with the added benefit of dynamic suspension, then opt for the magnetic suspension. On rough roads, dialing in to ""Comfort"" mode yields a ride that rivals a long wheelbase luxury car; 3. The RS3 is a sub-compact car, so Edmunds gives it a con for tight rear seat room. Crazy. Edmunds' belief that small cars should have Mercedes S-class rear seat room shows their inability to discern between large and small vehicles. If you want to see a more accurate RS3 review, go to a more experienced and more fair reviewer entity like ""Car & Driver"" which gives this over-engineered vehicle a well-deserved 5/5 rating. ","No extras really needed other then the sport exhaust. Extra's add up and actually do very little to up grade the beast inside! 57 grand is a lot for many, but it's beyond worth it!",One car does it all. Worth every penny to own it,"1. Converse to the Edmund's claim that RS3 seats sure too high for tall drivers, I am slightly over 6'2"" and have headroom galore. Even the author of Tall Guy car reviews (who is 6'10"") discusses how he has abundant headroom. Seat height is adjustable; 2. If you want a comfortable ride with the added benefit of dynamic suspension, then opt for the magnetic suspension. On rough roads, dialing in to ""Comfort"" mode yields a ride that rivals a long wheelbase luxury car; 3. The RS3 is a sub-compact car, so Edmunds gives it a con for tight rear seat room. Crazy. Edmunds' belief that small cars should have Mercedes S-class rear seat room shows their inability to discern between large and small vehicles. If you want to see a more accurate RS3 review, go to a more experienced and more fair reviewer entity like ""Car & Driver"" which gives this over-engineered vehicle a well-deserved 5/5 rating.  No extras really needed other then the sport exhaust. Extra's add up and actually do very little to up grade the beast inside! 57 grand is a lot for many, but it's beyond worth it! One car does it all. Worth every penny to own it","{'neg': 0.031, 'neu': 0.865, 'pos': 0.104, 'compound': 0.8941}",0.8941,5
15,audi A8,3.7,"My third A8 and seventh Audi, never any issues but this one has been over engineered electronically , buggy and dangerous ( the steering froze up mid-drive with family inside the car), even more painful is dealing with VW group to get it resolved been over 6 months","Absolutely love my new A8. The comfort, ride, and features are exceptional. It is so quiet inside. When talking on the phone, it feels like the person is sitting right next to you. Such clarity. The audio system and navigation system are fantastic. My family love the room and comfort of the rear seats and love having control of their space with their own climate controls. I find reasons?to travel just to enjoy the ride and comfort.","Exceptional ride, comfort, design, and features.","My third A8 and seventh Audi, never any issues but this one has been over engineered electronically , buggy and dangerous ( the steering froze up mid-drive with family inside the car), even more painful is dealing with VW group to get it resolved been over 6 months Absolutely love my new A8. The comfort, ride, and features are exceptional. It is so quiet inside. When talking on the phone, it feels like the person is sitting right next to you. Such clarity. The audio system and navigation system are fantastic. My family love the room and comfort of the rear seats and love having control of their space with their own climate controls. I find reasons?to travel just to enjoy the ride and comfort. Exceptional ride, comfort, design, and features.","{'neg': 0.048, 'neu': 0.67, 'pos': 0.282, 'compound': 0.9922}",0.9922,5
16,audi Q8,5.0,"As a prior owner of a 2018 Q5 , happy with that SUV model, the Q8 seemed a stylish upgrade with more space but I expected little else. The 2022 Q8 is in a totally different class. The comfort in the seats and ride is world class, the updated infotainment is huge (better resolution screens with touch), and the autonomous driving features are hugely improved (no more Âgwiggle to satisfyÂh?nag, now you simply have to make contact with the wheel). Overall thrilled with the vehicle.","I had a 2018 Q5 prestige which I loved. In 2019 I saw that this came out and wanted one. I ordered my Q8 prestige and finally after 7 months I got it! Love the look, interior, plenty of front and back seat space (im 6'2 and fit perfectly fine), the interior lighting and all the safety features. A few tiny things I don't like is the all piano black, very little center console storage,?missing some features that BMWS have like self parking but love Audis interior look much better , and remote start which bugs me the most because is 2022. No Audis come with remote start. Was thinking about an enron but decided not ready for electric yet. Looking forward to enjoy my Q8 :)",,"As a prior owner of a 2018 Q5 , happy with that SUV model, the Q8 seemed a stylish upgrade with more space but I expected little else. The 2022 Q8 is in a totally different class. The comfort in the seats and ride is world class, the updated infotainment is huge (better resolution screens with touch), and the autonomous driving features are hugely improved (no more Âgwiggle to satisfyÂh?nag, now you simply have to make contact with the wheel). Overall thrilled with the vehicle. I had a 2018 Q5 prestige which I loved. In 2019 I saw that this came out and wanted one. I ordered my Q8 prestige and finally after 7 months I got it! Love the look, interior, plenty of front and back seat space (im 6'2 and fit perfectly fine), the interior lighting and all the safety features. A few tiny things I don't like is the all piano black, very little center console storage,?missing some features that BMWS have like self parking but love Audis interior look much better , and remote start which bugs me the most because is 2022. No Audis come with remote start. Was thinking about an enron but decided not ready for electric yet. Looking forward to enjoy my Q8 :) ","{'neg': 0.03, 'neu': 0.714, 'pos': 0.256, 'compound': 0.9966}",0.9966,5
17,audi RS4,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
18,audi RS5,4.8,"I have now had this car for a year and give you an accurate real world review, not the stupid reviews that every car magazine will give you Pros: Very fast Comfortable when not in dynamic mode. All wheel drive is amazing I like the stealth mode of Audi RS cars. Most people donÂft know what they are and I like that. Plenty of room even in the back seat. Can fit 4 adults as long as the ones in the back are shorter than say 5Âf8Âh Good mpg when not racing it. I can get 30mpg on highway cruising to work around 70mph Interior is amazing and infotainment is great Exhaust sound doesnÂft wear you out Brakes are rock solid Cons: Dynamic mode is rough on the roads in St Louis. Could have more aggressive sound but itÂfs a V6 and IÂfm SICK of people always saying but itÂfs not a V8 and doesnÂft sound good. EVERYONE knows a V8 sounds better. Stop beating a dead horse with this. I knew this when I bought the car. If you have ever owned a car that has loud exhaust, you will admit there are times when it can get a little old when just cruising around (rarely but does happen) Absolutely no aftermarket performance parts are available in the US yet Transmission can be a little slow to downshift even in dynamic mode Now for my complaints with other reviews: Magazines want to compare this to the M4 and C63 which are RWD and they all say but it doesnÂft have the fun factor blah blah blah. IÂfm 40. I donÂft need to do a burn out around every corner and maybe when driven at 10/10 on a track, those might beat the RS5. When driven at ANYTHING less than that and on any street in America, the RS5 is safer and will destroy those cars and more especially from a launch with the AWD. I have raced a hellcat and embarrassed it. People buy Audis partly for the stealth aspect of them. There are a lot of people that donÂft need to be flashy and loud all the time. What this car does is murder the competition without making a big deal about it. Audi buyers donÂft have to have all eyes on them and say Âglook at me!Âh Like every BMW driver. Finally, if you want a sports coupe that is fast, solid, safe and not flashy, the RS5 is your car. If you want to live on a race track only, get the M4. If you want to have an awesome exhaust note and buy new tires every month from your daily burnouts, get the C63","IÂfve been driving BMWs for 15 years and this was my first Audi! It has surpassed ALL expectation! The seats are extremely comfortable. The drive modes provide a wide range of comfort and performance. If your more into a Lexus type ride, the comfort mode provides that while performance and handling under dynamic makes you feel youÂfre on the autobahn! I only wish I had bought one years ago! ","I traded my 2017 S6 in for the RS5 Sportback as I wanted something more sporty. The S6 was great but a little two big and unwieldy for sporty driving. Overall I am happy with the RS5. It is a good size, looks fantastic and has excellent performance and handling. The AWD makes it a year round daily drive in the Northeast, something the M4/C63/Giulia Quadrifolglio do not offer at least for now. The AWD is not the only feature that makes it more practical as a daily; the hatchback (sorry, sportback) makes it easy to load and unload large items. Also the ride comfort is significantly more tolerable than the competitors. With 19"" wheels the ride is just as comfortable as an A4. I went with the base 19"" wheels for a few reasons; cost, better ride, less weight, better looks (subjective), less likelihood of a /bent wheel, and better traction when equipped with winter tires. The ride/handling tradeoff is perfect with the 19s and Dynamic Package (DRC suspension). I leave the suspension is auto as it is not as bouncy as comfort but not as stiff as dynamic. The drivetrain is great as well but the engine could use a bit more character. It pulls hard and there is good power everywhere. Turbo lag is not bad but you do feel it for a split second when flooring it. The engine sound is not terrible but it is one of the few negative points about the driving experience. The C63 sounds much better, while the M4 sounds only slightly better. The 8 speed automatic is a great transmission. It upshifts and downshifts quickly and smoothly in comfort and auto while dynamic makes the shifts even quicker and more forceful.Having said that a dual clutch transmission would be even better and make the car more special as everyone seems to be using the same ZF 8 speed automatic now. Coincidentally Porsche uses this same engine in the Macan turbo with a dual clutch (PDK) so it's a shame Audi doesn't do the same. Gas mileage is unsurprisingly poor but the worst part is the range. With the small gas tank I am getting around 240 miles per tankful which is awful. The car desperately needs a larger tank. The interior quality and design are excellent as you would expect from Audi. Fit and finish is perfect and the material quality is outstanding. The seats are comfortable all day. The massage feature is a bit lame as it uses deflating/inflating air bladders instead of actual motors like it the A8. Instead they should offer comfort seats for people that want really comfortable seats with real massage. The virtual cockpit is cool but I would be fine with a traditional gauge cluster. The infotainment/nav screen is just stuck on the dash, not integrated like newer designs, and it doesn't even retract. I wish the moon roof was optional. It adds weight and comes with a retractable perforated screen that blocks most but not all of the sun. Plus when open the glass roof retracts outside of the car. I would have paid $1000 to delete the moon roof. Audi: make the moon roof an option. Another gripe about the interior is the glaring lack of storage compartments. There is very little space to store small items. Another storage issue: the owner's manual get stowed in the hatchback area, and the jack get strapped to the floor of the cargo area instead of in a cubby. Weird. Other than the few minor gripes I still feel it is the best vehicle in it's segment. Yes the others have slightly better track times and acceleration numbers but in the real world the RS5 is right there with them. Throw is wet or slippery roads and you can't even use 1/4 of the performance of the others. Even if the others had AWD I will still take the Audi. The M4 styling looks ridiculous, designed by a Fast and Furious attitude in mind. Plus the ride is harsh. The Alfa can be dismissed due to its abysmal reliability and poor interior quality. The C63 is nice but it rides firms and looks too similar to a C300/C43; not acceptable when paying $80k. Also the MCT transmission shifts very harsh. In summary, if you are looking for a practical everyday performance sedan/hatchback that delivers the goods, and does not beat you up, the RS5 is the only choice","I have now had this car for a year and give you an accurate real world review, not the stupid reviews that every car magazine will give you Pros: Very fast Comfortable when not in dynamic mode. All wheel drive is amazing I like the stealth mode of Audi RS cars. Most people donÂft know what they are and I like that. Plenty of room even in the back seat. Can fit 4 adults as long as the ones in the back are shorter than say 5Âf8Âh Good mpg when not racing it. I can get 30mpg on highway cruising to work around 70mph Interior is amazing and infotainment is great Exhaust sound doesnÂft wear you out Brakes are rock solid Cons: Dynamic mode is rough on the roads in St Louis. Could have more aggressive sound but itÂfs a V6 and IÂfm SICK of people always saying but itÂfs not a V8 and doesnÂft sound good. EVERYONE knows a V8 sounds better. Stop beating a dead horse with this. I knew this when I bought the car. If you have ever owned a car that has loud exhaust, you will admit there are times when it can get a little old when just cruising around (rarely but does happen) Absolutely no aftermarket performance parts are available in the US yet Transmission can be a little slow to downshift even in dynamic mode Now for my complaints with other reviews: Magazines want to compare this to the M4 and C63 which are RWD and they all say but it doesnÂft have the fun factor blah blah blah. IÂfm 40. I donÂft need to do a burn out around every corner and maybe when driven at 10/10 on a track, those might beat the RS5. When driven at ANYTHING less than that and on any street in America, the RS5 is safer and will destroy those cars and more especially from a launch with the AWD. I have raced a hellcat and embarrassed it. People buy Audis partly for the stealth aspect of them. There are a lot of people that donÂft need to be flashy and loud all the time. What this car does is murder the competition without making a big deal about it. Audi buyers donÂft have to have all eyes on them and say Âglook at me!Âh Like every BMW driver. Finally, if you want a sports coupe that is fast, solid, safe and not flashy, the RS5 is your car. If you want to live on a race track only, get the M4. If you want to have an awesome exhaust note and buy new tires every month from your daily burnouts, get the C63 IÂfve been driving BMWs for 15 years and this was my first Audi! It has surpassed ALL expectation! The seats are extremely comfortable. The drive modes provide a wide range of comfort and performance. If your more into a Lexus type ride, the comfort mode provides that while performance and handling under dynamic makes you feel youÂfre on the autobahn! I only wish I had bought one years ago!  I traded my 2017 S6 in for the RS5 Sportback as I wanted something more sporty. The S6 was great but a little two big and unwieldy for sporty driving. Overall I am happy with the RS5. It is a good size, looks fantastic and has excellent performance and handling. The AWD makes it a year round daily drive in the Northeast, something the M4/C63/Giulia Quadrifolglio do not offer at least for now. The AWD is not the only feature that makes it more practical as a daily; the hatchback (sorry, sportback) makes it easy to load and unload large items. Also the ride comfort is significantly more tolerable than the competitors. With 19"" wheels the ride is just as comfortable as an A4. I went with the base 19"" wheels for a few reasons; cost, better ride, less weight, better looks (subjective), less likelihood of a /bent wheel, and better traction when equipped with winter tires. The ride/handling tradeoff is perfect with the 19s and Dynamic Package (DRC suspension). I leave the suspension is auto as it is not as bouncy as comfort but not as stiff as dynamic. The drivetrain is great as well but the engine could use a bit more character. It pulls hard and there is good power everywhere. Turbo lag is not bad but you do feel it for a split second when flooring it. The engine sound is not terrible but it is one of the few negative points about the driving experience. The C63 sounds much better, while the M4 sounds only slightly better. The 8 speed automatic is a great transmission. It upshifts and downshifts quickly and smoothly in comfort and auto while dynamic makes the shifts even quicker and more forceful.Having said that a dual clutch transmission would be even better and make the car more special as everyone seems to be using the same ZF 8 speed automatic now. Coincidentally Porsche uses this same engine in the Macan turbo with a dual clutch (PDK) so it's a shame Audi doesn't do the same. Gas mileage is unsurprisingly poor but the worst part is the range. With the small gas tank I am getting around 240 miles per tankful which is awful. The car desperately needs a larger tank. The interior quality and design are excellent as you would expect from Audi. Fit and finish is perfect and the material quality is outstanding. The seats are comfortable all day. The massage feature is a bit lame as it uses deflating/inflating air bladders instead of actual motors like it the A8. Instead they should offer comfort seats for people that want really comfortable seats with real massage. The virtual cockpit is cool but I would be fine with a traditional gauge cluster. The infotainment/nav screen is just stuck on the dash, not integrated like newer designs, and it doesn't even retract. I wish the moon roof was optional. It adds weight and comes with a retractable perforated screen that blocks most but not all of the sun. Plus when open the glass roof retracts outside of the car. I would have paid $1000 to delete the moon roof. Audi: make the moon roof an option. Another gripe about the interior is the glaring lack of storage compartments. There is very little space to store small items. Another storage issue: the owner's manual get stowed in the hatchback area, and the jack get strapped to the floor of the cargo area instead of in a cubby. Weird. Other than the few minor gripes I still feel it is the best vehicle in it's segment. Yes the others have slightly better track times and acceleration numbers but in the real world the RS5 is right there with them. Throw is wet or slippery roads and you can't even use 1/4 of the performance of the others. Even if the others had AWD I will still take the Audi. The M4 styling looks ridiculous, designed by a Fast and Furious attitude in mind. Plus the ride is harsh. The Alfa can be dismissed due to its abysmal reliability and poor interior quality. The C63 is nice but it rides firms and looks too similar to a C300/C43; not acceptable when paying $80k. Also the MCT transmission shifts very harsh. In summary, if you are looking for a practical everyday performance sedan/hatchback that delivers the goods, and does not beat you up, the RS5 is the only choice","{'neg': 0.085, 'neu': 0.75, 'pos': 0.165, 'compound': 0.9991}",0.9991,5
19,audi R8,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
20,audi SQ5,2.0,"I honestly don't know how Edmunds or C/D recommend Audi... I've owned a number of German, Japanese, and American-made luxury cars, and after reading Edmunds and C/D reviewers - I thought to give an Audi a try... So, last week I went and leased a brand-new 2022 SQ5 (~61K sticker). This was my first and last ever Audi or Porsche-made vehicle... My 22 SQ5 came with Premium trim with a Convenience package. So, I want to share my experience... In terms of overall ride quality and power, SQ5 is definitely better than Q5, on par with BMW X3 or JCW Mini, and better than Lexus. Overall, SQ5 reminds me of a slightly taller JCW Mini Clubman (about 5-7K cheaper), with crappier electronics, useless cup holders, and horrible customer service. 1. Do not install or register myAudi app/website, both are less useful than my 2018 MyFord app. The app registration requires a visit to a dealer, and once that is out way, one will need to make a few more trips to add any additional user (oh, and user-specific settings like seat position or station presets are not saved) -- so what the point? Actually, it is a known issue and Audi has no ETA on resolution... 2. Also, what Audi does not tell you, is that Premium trim does not come with ConnectPrime ($365/yr) or ConnectPlus ($499/yr), and owner cannot buy these packages. However, you will have the privilege to buy ""functions on demand"" ConnectPlus + Nav for a ""small fee"" of $900/yr. In comparison, MB or BMW, Audi's closest competitors, do come fully connected with easy-to-use and functional apps or websites... 3. Good luck to calling Audi of America -- as a very important customer, one will has a privellage to wait for over 90 minutes on hold listening to elevator music, and pray that system or operator won't drop you. Again, comparing Audi to MB, BMW or Mini - never on hold more than 10 min, even during the hights of the COVID... So, IMHO - instead of ""Truth in Engineering"", maybe Audi should adopt - ""Lie in Advertising"" or ""Another German Auto""...",,,"I honestly don't know how Edmunds or C/D recommend Audi... I've owned a number of German, Japanese, and American-made luxury cars, and after reading Edmunds and C/D reviewers - I thought to give an Audi a try... So, last week I went and leased a brand-new 2022 SQ5 (~61K sticker). This was my first and last ever Audi or Porsche-made vehicle... My 22 SQ5 came with Premium trim with a Convenience package. So, I want to share my experience... In terms of overall ride quality and power, SQ5 is definitely better than Q5, on par with BMW X3 or JCW Mini, and better than Lexus. Overall, SQ5 reminds me of a slightly taller JCW Mini Clubman (about 5-7K cheaper), with crappier electronics, useless cup holders, and horrible customer service. 1. Do not install or register myAudi app/website, both are less useful than my 2018 MyFord app. The app registration requires a visit to a dealer, and once that is out way, one will need to make a few more trips to add any additional user (oh, and user-specific settings like seat position or station presets are not saved) -- so what the point? Actually, it is a known issue and Audi has no ETA on resolution... 2. Also, what Audi does not tell you, is that Premium trim does not come with ConnectPrime ($365/yr) or ConnectPlus ($499/yr), and owner cannot buy these packages. However, you will have the privilege to buy ""functions on demand"" ConnectPlus + Nav for a ""small fee"" of $900/yr. In comparison, MB or BMW, Audi's closest competitors, do come fully connected with easy-to-use and functional apps or websites... 3. Good luck to calling Audi of America -- as a very important customer, one will has a privellage to wait for over 90 minutes on hold listening to elevator music, and pray that system or operator won't drop you. Again, comparing Audi to MB, BMW or Mini - never on hold more than 10 min, even during the hights of the COVID... So, IMHO - instead of ""Truth in Engineering"", maybe Audi should adopt - ""Lie in Advertising"" or ""Another German Auto""...  ","{'neg': 0.032, 'neu': 0.858, 'pos': 0.11, 'compound': 0.9755}",0.9755,5
